claim,speaker,subject,label,label_str
"Says there are Ohio Turnpike workers getting paid $66,000 a year to collect tolls that machines might collect.",john-kasich,"government-efficiency,state-budget",1,mostly-true
Fox changed around their poll eligibility criteria on the day they announced who is in and out of their debate.,rachel-maddow,debates,1,half-true
"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.",scott-walker,environment,0,barely-true
"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,",mark-warner,social-security,1,true
"Both China and Japan have surpassed us, with Japanese cars now getting an average of 45 miles to the gallon.",barack-obama,energy,1,half-true
This administration is slashing the Navy to pay for more Obamacare.,ed-gillespie,"health-care,message-machine-2014,military",0,pants-fire
"Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent.",jim-renacci,"deficit,federal-budget",1,half-true
McCain will give more tax breaks to big oil.,barack-obama,taxes,0,barely-true
"Since President Obama took full control of Washington, every day, 13,000 more people have been put on food stamps.",national-republican-congressional-committee,"economy,message-machine-2012,poverty",1,half-true
The election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. Everything else in this bill is discretionary.,christopher-l-smith,elections,1,half-true
"Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.",ted-cruz,"islam,terrorism",1,true
More than 64 percent of minimum-wage earners are women.,nancy-pelosi,workers,1,true
President Barack Obama deserves to be called the most successful food stamp president in American history because 47 million Americans are on food stamps.,newt-gingrich,"economy,families,hunger",1,half-true
"Says Maggie Hassan pays zero property taxes on her $500,000 home.",republican-governors-association,taxes,0,barely-true
Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.,tom-coburn,health-care,0,false
Says Obama called Medicaid broken four years ago.,rick-perry,"health-care,medicaid",1,mostly-true
"In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy.",marco-rubio,"foreign-policy,human-rights",1,mostly-true
"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.",young-conservatives-texas,"candidates-biography,small-business,stimulus",0,false
"For four days in Denver, the Democrats were afraid to use the words 'Islamic terrorism.'",rudy-giuliani,terrorism,0,barely-true
"A former Clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits, youre just going to extend joblessness even more.",michelle-malkin,"economy,pundits,stimulus",1,half-true
"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",bob-mcdonnell,"education,state-budget",1,half-true
Cities like Seattle have decided to ban food carts.,randy-leonard,"food-safety,market-regulation",0,barely-true
Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.,john-kitzhaber,"economy,jobs",1,mostly-true
"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.",pat-mccrory,"education,gays-and-lesbians,government-regulation,sexuality",1,half-true
"Some of the things that (Megyn Kelly) said, I didnt say.",donald-trump,women,0,false
Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.,david-cicilline,"afghanistan,iraq,legal-issues,voting-record",1,true
Sometimes I was the only no vote on the entire board.,jeff-brandes,voting-record,1,true
"Monica Wehby and Jason Conger are causing devastating consequences for nearly 23,000 Oregonians looking for work.",justin-barasky,workers,0,pants-fire
"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us.",donald-trump,"foreign-policy,history,military",0,pants-fire
The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.,john-kasich,"government-efficiency,state-budget,state-finances",1,half-true
Says the estate tax is a threat to family farms.,kentucky-opportunity-coalition,"agriculture,taxes",0,barely-true
We can fix our roads without raising taxes.,citizens-protect-transportation-funding,"taxes,transportation",0,false
Says Michelle Obama waved red communist flags on her trip to China.,chain-email,"foreign-policy,pop-culture",0,pants-fire
Only 14 percent of Catholics agree with the Vaticans position that abortion should be illegal.,jon-obrien,"abortion,polls,religion,women",1,mostly-true
Says Donald Trump is against minimum wage.,tim-kaine,"economy,jobs,workers",0,barely-true
Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.,heather-mcghee,elections,0,barely-true
Obama couldn't have afforded his home without Rezko's help.,republican-national-committee-republican,ethics,0,false
Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.,republican-national-committee-republican,iraq,1,true
Americas least-trusted news sources are also its most popular.,leonard-pitts-jr,"polls,pundits",1,half-true
"Among the nations 51 largest metropolitan areas, Milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs.",tom-barrett,"city-budget,city-government,income,jobs,poverty",1,half-true
Only three in 10 Texas doctors are currently accepting new Medicaid patients.,rick-perry,"federal-budget,health-care,medicaid,public-health,state-budget",0,barely-true
"Obama's first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.",chain-email,foreign-policy,1,half-true
"The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment.",chain-email,candidates-biography,0,false
Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,john-carter,health-care,0,false
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",jason-isaac,"education,state-budget",0,barely-true
David Cicilline is the 5th most liberal person in the House of Representatives.,bernard-jackvony,"candidates-biography,job-accomplishments",0,false
"Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",paul-ryan,federal-budget,1,mostly-true
"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.",trey-gowdy,"congress,terrorism",0,barely-true
"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",americans-united-change,"stimulus,taxes",0,barely-true
We confer more PhDs each year than any other university in America except Berkeley.,bill-powers,education,0,barely-true
The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.,karl-rove,"federal-budget,stimulus",1,half-true
"200,000 students attempt suicide every year on college campuses.",marjorie-sanfilippo,"education,guns,health-care,public-health",1,half-true
"For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.",rick-scott,"disability,medicaid,state-budget",1,mostly-true
Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.,neil-cavuto,"education,health-care,taxes",0,barely-true
The majority of (the American people) voted for a Democratic House.,steny-hoyer,"congress,elections",1,mostly-true
We have the highest corporate tax rate in the world. Its 35 percent.,jim-sensenbrenner,"corporations,jobs,taxes",1,true
Newt balanced the federal budget.,winning-our-future,"federal-budget,message-machine-2012",1,half-true
"Says Donald Trump was forced to file for bankruptcy not once, not twice, four times.",carly-fiorina,candidates-biography,1,mostly-true
"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",george-w-bush,"federal-budget,foreign-policy,health-care",1,true
The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.,kenneth-block,"city-budget,city-government,county-budget,county-government,public-safety",1,half-true
Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office,rudy-giuliani,foreign-policy,0,barely-true
Mayor White has major stake in Barnett Shale production company.,farouk-shami,"economy,energy,environment,transparency",0,barely-true
"Rep. Jim Renaccis plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.",democratic-congressional-campaign-committee,"health-care,medicaid,medicare",0,barely-true
"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",arthenia-joyner,"crime,criminal-justice",1,true
The federal government has made investments in science and technology inventing the products that led to the creation of Google.,barack-obama,technology,1,mostly-true
Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.,armond-budish,abortion,1,true
"Says his administration put more border patrol agents on the U.S.-Mexico border than at any time in history, and the flow of undocumented workers across the border is actually lower than its been in 40 years.",barack-obama,immigration,1,half-true
"On Syria, alot of the allies signed on. At the last minute, Obama backed off.",dick-cheney,foreign-policy,0,barely-true
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",greg-abbott,"crime,criminal-justice,immigration",1,true
Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.,betty-sutton,"message-machine-2012,campaign-advertising,taxes",1,true
"Barack Obama accepted $200,000 from executives and employees of oil companies.",hillary-clinton,energy,1,true
"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",seiu-healthcare-illinois-indiana,"elections,state-budget",0,false
"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",bill-richardson,elections,0,pants-fire
The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.,texas-organizing-project,"economy,education,jobs",1,true
Obamacare could cause 20 million people to lose their current coverage.,us-chamber-commerce,"health-care,message-machine-2012",0,barely-true
"Children are crossing the border because President Barack Obama said if you come, youre going to be able to stay, because were not going to enforce the law.",rick-santorum,immigration,0,barely-true
Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.,national-republican-senatorial-committee,"deficit,federal-budget,taxes",0,false
"Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.",jim-moran,"corporations,energy,taxes",1,mostly-true
"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",ed-gillespie,income,1,half-true
Twenty million Americans are out of work.,john-kasich,"economy,jobs",1,half-true
Net immigration from Mexico last year was zero. Fact-check me.,martin-omalley,immigration,1,mostly-true
"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",alan-grayson,taxes,1,mostly-true
"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",andy-gardiner,"state-budget,taxes",0,false
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",rush-limbaugh,"campaign-finance,candidates-biography,human-rights",0,barely-true
Fourteen million Americans mortgages are greater than the value of their homes.,dennis-kucinich,"economy,housing",1,true
The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.,american-postal-workers-union,"debt,federal-budget",1,half-true
Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.,colin-powell,military,1,half-true
Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet that would require links to opposing opinions.,chain-email,"legal-issues,technology",1,half-true
"Weve created more than 850,000 jobs, more than all the other states combined.",rick-perry,"economy,message-machine",1,true
There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,john-charles,"county-budget,transportation",1,half-true
A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,chain-email,guns,0,pants-fire
Says she balanced a $10 billion budget shortfall without raising taxes.,elizabeth-ames-jones,"message-machine-2012,state-budget,state-finances,taxes",0,barely-true
"If 20 million illegals vote, you can kiss the Second Amendment goodbye.",joe-miller,"guns,immigration,message-machine-2014",0,false
Planned Parenthood has now (been) found to also illegally sell baby parts.,john-stemberger,abortion,0,false
Anyone can die of a toothache.,john-cortes,"health-care,medicaid",1,true
Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,accountability-government,"message-machine-2012,taxes",1,true
"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",glenn-grothman,"bush-administration,housing,hunger,poverty,welfare",1,mostly-true
"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",sheryl-cole,taxes,0,barely-true
Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,back-basics,"candidates-biography,consumer-safety,message-machine",0,false
Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,john-padgett,education,1,true
"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.",ann-coulter,pundits,0,barely-true
"As a congressman, Mark Neumann voted four times to increase our debt.",eric-hovde,"debt,deficit,federal-budget,message-machine-2012",1,half-true
On oil drilling off Floridas coast,charlie-crist,"environment,oil-spill",1,true
"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",john-mccain,health-care,1,half-true
The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.,jim-lampley,"economy,sports",0,pants-fire
Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,bill-pascrell,"health-care,small-business",0,false
"Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.",bernie-s,welfare,1,mostly-true
"Theres a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. Theres a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses.",carolyn-medeiros,"civil-rights,crime,criminal-justice,economy,poverty,public-safety,workers",0,barely-true
Jesus was an undocumented immigrant.,ryan-eller,immigration,0,false
On gay marriage,mark-herring,"gays-and-lesbians,marriage,voting-record",0,false
"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion.",charles-bass,"health-care,message-machine-2012",0,false
(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.,julia-sass-rubin,education,1,mostly-true
"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",ted-strickland,"campaign-finance,wealth",1,half-true
This (Ebola) is not as bad as SARSwas in 2003.,tavis-smiley,"ebola,health-care,public-health",0,barely-true
"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",ted-cruz,health-care,0,pants-fire
Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.,debbie-wasserman-schultz,health-care,0,false
"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",renewable-fuels-association,"agriculture,energy",0,barely-true
"The sequester wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions.",barack-obama,federal-budget,1,mostly-true
Final election 2016 numbers: Trump won the popular vote.,blog-posting,elections,0,pants-fire
Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,league-women-voters-austin-area,"debt,education,taxes",1,half-true
Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,jill-chambers,campaign-finance,0,pants-fire
Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,loretta-weinberg,women,1,true
Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.,joe-garcia,medicare,0,false
"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president's desk for three days, while he was away on vacation.""",thomas-sowell,"economy,health-care,pundits",0,false
"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",john-mccain,candidates-biography,0,false
"In this country, we have a 25 percent dropout rate.",arne-duncan,"education,abc-news-week",1,half-true
"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",rick-perry,"corrections-and-updates,economy,jobs,states",1,mostly-true
A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,jeff-tittel,environment,0,pants-fire
"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",matt-damon,water,1,half-true
"Fleeing Syria, a million children are now refugees.",john-mccain,"foreign-policy,military",1,true
"Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country.",rebecca-kleefisch,criminal-justice,1,half-true
Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.,paul-broun,health-care,0,barely-true
Says federal spending has increased 21 percent over the past three years.,rob-portman,"deficit,economy,federal-budget",1,mostly-true
"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.",cw-bill-young,"federal-budget,military",1,true
Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,rachel-maddow,"candidates-biography,health-care,pundits",1,true
More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,bill-maher,taxes,1,mostly-true
"Portland, Ore., has never gotten over 12 to 15 percent ridership of its public transit system in the past 12 years.",steve-brown,transportation,1,half-true
Solar and wind energy are both cheaper than nuclear right now.,bill-clinton,"energy,environment",1,half-true
Says New Jersey has the highest unemployment rate in the region and stagnant job growth.,marie-corfield,jobs,1,half-true
Says Hillary Clinton wonhealth care for 8 million children.,hillary-clinton,"health-care,public-health",1,mostly-true
Says abortion is the most common surgery in our country.,patrick-johnston,abortion,0,pants-fire
Income disparities in the United States are the worst since the 1920s.,bobby-scott,"income,wealth",1,mostly-true
The stimulus bill promised to keep unemployment under 8%.,george-allen,"economy,jobs,stimulus",0,barely-true
The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,steve-leslie,"education,health-care,public-health",1,mostly-true
"None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, wed be at 20 percent.",gary-johnson,"elections,polls",0,false
"98 percent of American families make under $250,000 a year.",barack-obama,taxes,1,true
"The Clinton Foundation gives less than 10(percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid.",alex-castellanos,candidates-biography,0,barely-true
Sen. Barbara Boxer passed only three bills in 18 years into law.,carly-fiorina,"job-accomplishments,legal-issues,message-machine",0,false
State employees havent received a raise in five or six years.,florida-department-corrections-worker,state-budget,1,mostly-true
Says more than eight countries lead the United States in the percentage of college graduates.,cory-booker,education,1,mostly-true
"Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.",ron-kind,"federal-budget,government-regulation,health-care",1,half-true
Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.,pat-toomey,"immigration,terrorism",1,half-true
Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.,georgia-craft-brewers-guild,"Alcohol,government-regulation,legal-issues",1,mostly-true
"Under President Barack Obama, 8.3 (million) fewer Americans are working today than there were four years ago.",sean-hannity,"economy,jobs,pundits",0,false
"Under Republicans, recessions happen four times as frequently as under Democrats.",hillary-clinton,economy,1,mostly-true
"Teenage births cost Texas taxpayers $1.1 billion in health care, foster careand lost tax revenue in 2010 alone.",michael-eric-dyson,"abortion,sexuality",1,half-true
Says she made an accurate prediction that if Barack Obama were elected it would encourage Russia to invade Ukraine.,sarah-palin,foreign-policy,1,half-true
Today roughly half of born-again Christians arent voting. Theyre staying home.,ted-cruz,"corrections-and-updates,elections,religion",0,barely-true
"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote.",mike-pence,"candidates-biography,diversity,immigration",1,half-true
Republican Bob Donovan has run as a Republican time and again.,tom-barrett,"candidates-biography,city-government,elections",1,half-true
Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.,tammy-baldwin,"labor,taxes",0,false
It still had not gotten terrible on the roads by 2 to 3 p.m. Tuesday.,charley-english,weather,0,false
We came out against Deepwater and everybody is now paying for [the project] in their electric bills.,lisa-blais,"energy,environment",0,barely-true
Americans admire Glenn Beck more than they admire the pope.,dana-milbank,"pundits,religion",0,barely-true
"Due to over-incarceration in 1950, two out of three young black men were in the workforce. Today, its one out of three black men are in the workforce.",thomas-perez,"criminal-justice,diversity,economy,jobs",1,half-true
Four (maybe five) Latinos have served on the Austin City Council.,mike-martinez,"city-government,history",1,true
"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another.",rick-santorum,immigration,0,false
"Says because of his actions, Wisconsin property taxes today are lower than they were four years ago.",scott-walker,"candidates-biography,city-government,education,state-finances,taxes",1,mostly-true
Democratic candidate Jeff Greene ran for Congress as a California Republican.,kendrick-meek,"candidates-biography,elections,message-machine",1,true
Says Gov. Rick Scotts approval ratings are up.,brian-kilmeade,"polls,pundits",0,false
Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.,robert-menendez,health-care,1,mostly-true
Says all my grandparents immigrated to America.,hillary-clinton,"candidates-biography,immigration",0,false
Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,barack-obama,"candidates-biography,health-care",0,barely-true
Says Jeb Bush oversaw (an) average in-state tuition increase of 48.2 percent during his tenure.,florida-democratic-party,education,1,mostly-true
The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,bill-nelson,"corrections-and-updates,crime,taxes",1,true
"Mike Pence voted against expanding the Childrens Health Insurance program, which Hillary helped to start.",howard-dean,"federal-budget,health-care,medicaid,medicare,poverty,public-health",1,mostly-true
Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,scott-walker,"health-care,state-budget",1,true
Mickey Mouse was registered to vote (in Florida).,eric-eisnaugle,elections,0,false
"Very, very, very few people get a pat-down when they go through airport security.",janet-napolitano,homeland-security,0,pants-fire
"In September, the Department of Business and Consumer Services enacted a sudden 39% workers compensation premium assessment by rule with little notice to the public.",oregon-senate-republicans,"labor,workers",0,barely-true
"Giving the facts: 73,000 jobs created ... since 11. Do you know how many direct jobs in the auto industry? 1,800.",john-kasich,"economy,jobs",1,mostly-true
Says Hillary Clinton and Ralph Northam label police as racists.,corey-stewart,public-safety,0,barely-true
Most Texans aren't millionaires.,linda-chavez-thompson,"economy,elections",1,true
The town of Cumberland has its highest bond rating in history.,daniel-mckee,"city-budget,debt,job-accomplishments",1,mostly-true
"Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs.",john-boehner,"economy,government-efficiency,job-accomplishments",1,half-true
I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.,fred-thompson,candidates-biography,1,mostly-true
Says Dwight Holton has never set foot in an Oregon courtroom.,ellen-rosenblum,"candidates-biography,message-machine-2012",0,barely-true
State Medicaid expansion will save our treasury $1 billion over the next eight years.,terry-mcauliffe,"medicaid,state-budget",1,half-true
"The U.S. unemployment rate has been massaged, its been doctored.",rick-perry,"economy,job-accomplishments,jobs",0,pants-fire
"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",michael-sullivan,deficit,1,true
Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.,debbie-wasserman-schultz,"economy,jobs",1,mostly-true
"Under Scott Walker, the Wisconsin middle class is shrinking at a faster rate than any other state in the country.",rachel-maddow,"economy,families,income",0,false
"What we have done with the PATRIOT Act, weve given the government enormous powers. Weve given the government the right to reach deeply into peoples private lives, into their business affairs, without a court order.",dennis-kucinich,"criminal-justice,terrorism",1,half-true
"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men.",kirsten-gillibrand,"crime,military,women",1,mostly-true
Virginia spends less per student today than we did in 2008.,david-toscano,"education,state-budget",1,true
The economic impact of Atlantas 2000 Super Bowl was $292 million.,atlanta-sports-council,economy,0,false
Do you know those former Soviet Bloc countries have all moved to flat taxes?,rob-woodall,taxes,1,half-true
"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.",todd-staples,"environment,recreation",1,true
Georgia legislation on immigration is a copycat of an Arizona immigration bill.,georgia-association-latino-elected-officials,immigration,1,half-true
A New York imam wants tohave a mosque at Ground Zero.,rick-lazio,"homeland-security,patriotism,religion",0,barely-true
One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.,susan-latvala,"job-accomplishments,taxes,voting-record",0,false
Some billionaires have a tax rate as low as 1 percent.,barack-obama,taxes,0,barely-true
"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.",hillary-davis,"city-budget,city-government,civil-rights,crime,debt,history,legal-issues,public-safety,state-budget,state-finances",0,false
Our unemployment rate is now lower than it was before the financial crisis.,barack-obama,"economy,jobs",1,mostly-true
"It is estimated that every $100 million spent on construction generates 3,000 new jobs.",bob-mcdonnell,"economy,jobs,transportation",0,barely-true
We have the highest corporate income tax in the world right now.,gary-johnson,taxes,1,mostly-true
"I used tax cuts to help create over 80,000 jobs in New Mexico.",bill-richardson,taxes,1,mostly-true
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,planned-parenthood,"health-care,message-machine,women",0,barely-true
The only time over the last 25 years when the states unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.,republican-party-wisconsin,"candidates-biography,economy,job-accomplishments,jobs,labor,state-budget",1,mostly-true
Were broke. We dont have any more money.,scott-walker,"labor,state-budget",0,false
"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",hillary-clinton,foreign-policy,1,true
Says direct shipment of wine makes underage drinking as simple as a mouse click.,joseph-cryan,"Alcohol,government-regulation",0,barely-true
"Under Barack Obama the last two years, the number of federal limousines for bureaucrats has increased 73 percent.",michele-bachmann,"federal-budget,government-efficiency,new-hampshire-2012,transportation",0,barely-true
"Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israelfor (the) election.",blog-posting,"foreign-policy,israel",0,barely-true
When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,chris-christie,"crime,job-accomplishments",0,false
Sixty percent of Americans now support legalizing marijuana.,gary-johnson,"legal-issues,marijuana,polls,states",1,mostly-true
"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county.",scott-walker,"county-budget,job-accomplishments",1,true
"Florida ""has the second-highest foreclosure rate in the nation.""",kendrick-meek,"economy,housing",1,mostly-true
"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",jeff-graham,"gays-and-lesbians,legal-issues,religion",1,true
"Says Saudi Arabia, a U.S. ally, has paid to export throughout the world Wahhabism -- an extreme form of Islam that basically teaches Americans are the devil.",russ-feingold,"foreign-policy,islam,religion",1,mostly-true
Bill Clinton presided over the biggest expansion of the American economy since World War II.,tim-kaine,"economy,job-accomplishments",1,mostly-true
"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund.",marco-rubio,health-care,0,barely-true
David Dewhurst has never once cut one penny from the state budget.,ted-cruz,state-budget,0,false
Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,paul-ryan,"labor,state-budget",0,pants-fire
An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.,wisconsin-humane-society,"animals,state-budget",1,mostly-true
Its illegal for a state to say were simply going to cut off (union contract) negotiations. Theres a legal requirement that you are involved in good faith bargaining.,jim-doyle,state-budget,1,half-true
In Rhode Island there are 150 different pension plans for public workers.,kernan-kerry-king,"economy,public-service,retirement,state-budget,workers",1,true
Dave Brat worked on Democrat Gov. Tim Kaines Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.,eric-cantor,"candidates-biography,economy,state-budget,taxes",1,mostly-true
